,ZRC,Energy,Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,CV10,CV11,CV12,Chroma Deviation,Emotion
0,0.09076822218249002,0.02846645456156386,2.885700880919837,0.20463050231229843,0.22086107904994695,0.49036005949126793,0.01352687315483581,0.14497619047619045,-26.421375659879793,2.5910139335822717,0.4980407733506092,-0.02792357562845997,-0.1976872036350006,0.0025402463539484373,0.10995953860322548,-0.0013782031013000523,-0.145484612304197,-0.10168085869792769,-0.28855734796408694,-0.16010991136443345,-0.3199401071545648,0.03981745886720903,0.005173047993253156,0.04401723078269477,0.03370274879682117,0.017958282963353382,0.005790944762321215,0.052121134629908084,0.0010313603842327214,0.0025480924405909397,0.019101144171528004,0.03360415907106374,0.005411667436500136,0.042127886078807256,N
1,0.16299019607843138,0.01383132027970301,2.784398514258965,0.27078904668686526,0.21882083623658474,1.3036442007314422,0.009312144677305472,0.2934375,-27.424205598405393,1.2032943807914447,0.13436898908703968,-0.2837906996772615,-0.329697052925513,-0.21303823750992157,-0.26889915853262614,-0.03349763906918535,-0.4448195263489903,-0.06866998053180834,-0.29108932761612744,0.13783909986797757,-0.10128018162052817,0.019900857578331144,0.009747485345421959,0.019376392719068634,0.014531279869561252,0.019989208339013038,0.01989152013850825,0.028281725290289206,0.007085907945670607,0.01125508258766538,0.009494886211328794,0.0170587591029556,0.0055843646843456085,0.025941744349097934,W
2,0.15073117712930637,0.007800456519383632,2.706500308660454,0.2620853824969147,0.217459407004129,1.2202264232328093,0.00860936118857726,0.28495065789473684,-27.611284348788182,1.2839016178772023,-0.2877407211456812,-0.21500778031403447,-0.26392200216090367,-0.26012137327756457,0.07153185245233694,-0.11015936998102367,-0.18069037932900422,-0.16275211461213507,-0.4108839154963274,-0.16686845886611673,-0.31207888063980316,0.02239146823394435,0.008903411449757603,0.024072618806931557,0.025475045888335653,0.021542301018748346,0.007120531662290981,0.013756281165608753,0.003937174126148272,0.00796860597236287,0.010539990343677277,0.017174230507804318,0.007648481059674965,0.02120653936001433,W
3,0.23200371432031974,0.022691395478913672,3.0545762966891665,0.34399222645583827,0.2469162894991395,1.2423017152937725,0.007150883054881375,0.34786290322580643,-25.986998364376447,1.3173376735300693,0.9451706002390324,0.0926880948992219,-0.31294763034832324,0.09173779037869464,0.20553550710581656,-0.13195958045334816,0.13727233114974233,-0.11093921551011952,-0.0032003505164763684,-0.15445200265851422,-0.26341755900168745,0.03794819735540964,0.001593021480518046,0.010778930682530139,0.0030501624372191436,0.004172564380935883,0.00231776131043472,0.015203010541202414,0.0011950858075722441,0.0033517272689532695,0.03875553867358896,0.052032312582550304,0.005685857569253938,0.027144235576378906,A
4,0.10960329625515039,0.031163939608733884,2.725862384245106,0.21751462362669952,0.22192115522187483,0.6877216907713181,0.012580944243928006,0.1903932584269663,-26.59703275431035,2.39946747406288,0.8594014961385418,0.3670140021141423,0.06892208423913809,0.03843947899565122,0.20609740737957594,0.13254969526190966,-0.001261510753513623,0.1498021560743165,-0.06637015057547689,0.17721481147492957,-0.004948534942513762,0.013570849169322679,0.0018109110383341576,0.09224511520755256,0.0104814957764029,0.030900004593970284,0.005912302522191295,0.05080715756882227,0.000863225375235801,0.0036477731643153157,0.00759132441710567,0.04288720320374629,0.0017636942896605042,0.036368662858749394,T
5,0.07063597538159813,0.015340568959654697,2.7232702908786006,0.18340075260397037,0.21902482278411062,0.4725134127919787,0.017095680963870017,0.1054381443298969,-29.35922222486947,2.2998393526894705,0.4742073565831536,0.40966432312655043,-0.03503358699490846,0.05279158132606316,0.29448975736847255,0.02350563455543552,0.0717606112489588,0.2397122315710148,-0.09733157256198473,0.17559417110388237,0.01553538777293555,0.008009851883925535,0.0022155795860019103,0.0972452981669581,0.005115863462873138,0.02137082158538423,0.0034896706659222334,0.08817003968532384,0.0010072077582183325,0.004761326041133268,0.005422070106383962,0.04656589824495603,0.001953211742380055,0.04623819222941143,T
6,0.1996299722479186,0.016207853112044833,2.7170768884414236,0.3170892276550939,0.2263674069742016,1.5633655164165399,0.00852171047755064,0.39754347826086955,-26.71076988832796,0.7488917046189356,0.03074400724835734,-0.48473963576625284,-0.45795479607544254,-0.31457556156799626,-0.2937887987753811,-0.43660670144583336,-0.21250479248037427,0.03649329640789084,0.15567537887747196,0.29362920943999327,-0.03947485061246019,0.004135821237398074,0.0026997103684631998,0.011379001655641999,0.006326051210337758,0.012143814838105694,0.01970510697045474,0.026427042831083568,0.0044243293945493666,0.018172013790430146,0.016067076102314684,0.014560568047766762,0.004548870444349585,0.019857768403534835,A
7,0.09819092046876778,0.03460469099356056,2.8163586428920846,0.2035560102971579,0.21502624182272587,0.7092268943244634,0.010064746311816565,0.1665151515151515,-25.80799128919929,2.2991738599551734,0.6151054583522418,0.596436234680473,-0.009996295868148571,-0.18414248713762835,0.30051772158323,0.23605795305313843,0.13291693850074957,0.21751953669198604,-0.05988363895576004,0.21993374764154217,-0.04139304042955431,0.00782634973190037,0.001415807697137514,0.09367360607733906,0.0033071437962964418,0.010344399476147865,0.004533842351708629,0.05512793865656257,0.0007957229509658557,0.002127654945245794,0.00766253003626723,0.08589877622109815,0.0018460981483044282,0.041831814015573426,T
8,0.08135956108657835,0.03169636020927279,2.8001136234998683,0.19260065176487645,0.22176561061280833,0.42606846782639896,0.029540997274877946,0.1277201257861635,-28.351764479423615,2.432839778282721,0.5354691428199082,0.35750777996402033,0.03775453822366409,0.11511822238959954,0.049585226598995676,0.015601375822394476,-0.02997388337249347,-0.07227093443942938,-0.016760406073324612,0.08741147695602536,-0.09889901832846472,0.014391082556720121,0.001007932563081502,0.02893910617686683,0.006092184276120519,0.010087365987971268,0.003465116034987257,0.14359959930426597,0.0007486825443714996,0.0018306261617419511,0.021147310336025068,0.05378671838667046,0.0012316680853098603,0.05221390013011455,T
9,0.13581078912743494,0.01909415894819468,2.797728618009382,0.2373357025608423,0.2143745749251344,0.9205727302099357,0.010149943131086926,0.22493589743589743,-27.19890379070689,1.0384999306620815,-0.5732481122545574,-0.09301618282370096,-0.27194359537456575,-0.23778165575388202,-0.1872407773763152,-0.3822832072379466,-0.5447079733554633,-0.1313901673960826,-0.08928339087216153,0.2723023187504871,0.05576337954632358,0.01474540012470905,0.003959491338468745,0.014248455787542386,0.01129934026572588,0.025085878733929177,0.02854201415099583,0.027436512086110604,0.004743314989399573,0.015689300717364286,0.008458538217035192,0.011405766984900208,0.004013453589284923,0.022384468255780627,W
10,0.12107045571670472,0.014000912116444574,2.8295809246596044,0.22583808698948415,0.22201796669924848,0.8227990796209909,0.01367104292316508,0.1983639705882353,-27.9038674550914,1.922974538168799,-0.12697117463932733,-0.09271046748856276,-0.22921795549675247,-0.17622796285100295,0.04108395943170162,-0.1132197072651727,-0.0358266211569045,-0.0297774533661015,-0.11976510693807972,0.004005089637563072,-0.27877502214628463,0.03657235099286639,0.007062062819412303,0.03064614295010756,0.01294837782899153,0.014690757061698825,0.01021391546639812,0.04504360834975482,0.005671606102116459,0.007440882655307635,0.01386255801975514,0.027606776118164804,0.011054391679348219,0.03304126754906528,F
11,0.12475888978870649,0.027468233169943262,2.7241271537166334,0.2171265108585004,0.21265962387193343,0.5926328982166528,0.015369379459585875,0.17929411764705883,-27.301087984884994,2.552532600820306,0.8195773118428568,0.651019754887904,0.09532131309309848,0.05636898200095258,0.4059530045245408,0.13674646110885302,0.03828033537335375,0.34229819436868836,-0.031385943288747574,0.18977174613737155,0.09526489755313135,0.010551584572280802,0.001153435558531722,0.14388848608117294,0.0025946021725116214,0.02454657098522434,0.0021251873703652716,0.04429260310822022,0.00046480367821762276,0.0029748611822855413,0.004652565315088385,0.02690799920591903,0.0018017425501126209,0.04692310092705796,T
